X,Y,OBJECTID,Facility,County,Address,City,ZipCode,Type,ResidentialWellsSampled,SiteLead,SiteLeadEmail,SiteLeadPhone,Hyperlink,Longitude,Latitude,FacilityDate
517307.029147252,262863.731705403,166,Fenske Landfill Inc.,Ottawa ,2646 Kenowa Avenue,Tallmadge Charter Township,49544,Landfill,No,Kent Walters,WaltersK7@Michigan.gov ,616-278-4650,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/fenske-landfill-inc,-85.78636,42.916515,2021/05/05 00:00:00+00
508459.373433005,184534.238194964,167,Production Rubber Products,Van Buren,153 Commercial Street,Paw Paw,49079,Industrial,No,Rachel Golota,golotar@michigan.gov ,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/production-rubber-products,-85.896328,42.21138,2021/05/12 00:00:00+00
479591.008993476,413766.509204842,168,Manistee Blacker Airport,Manistee,2323 Airport Road,Manistee,49660,Airport,No,Brandi Wheeler,WheelerB5@Michigan.gov,231-878-8066,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/manistee-county/manistee-blacker-airport,-86.253766,44.275148,2021/05/18 00:00:00+00
695763.516825564,252417.387805907,169,Former Falk Road Landfill,Oakland,16000 Falk Road,Holly,48442,Landfill,Yes,Kimberly Ethridge,EthridgeK@Michigan.gov ,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/former-falk-road-landfill,-83.604301,42.79697,2021/05/10 00:00:00+00
646543.322562497,272367.396160491,170,Shiawassee Sanitary Landfill,Shiawassee,2000 Helena Street,Owosso Township ,48867,Landfill,Yes,Jessica Tashman,TashmanJ@michigan.gov,517-245-3931,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/shiawassee-county/shiawassee-sanitary-landfill,-84.200729,42.987761,2021/06/03 00:00:00+00
562237.945323101,281281.579524127,171,Belding Wastewater Treatment Plant,Ionia,1500 Wells Street,Belding,48809,Wastewater,Yes,Sydney Ruhala,RuhalaS@Michigan.gov ,"517-599-5356
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/belding-wastewater-treatment-plant,-85.23378,43.07987,2021/06/14 00:00:00+00
538066.34108851,209963.031038977,172,Kavco Landfill,Barry,West Day Road,Plainwell,49080,Landfill,TBD,Lynn Gosson,gossonl1@michigan.gov,616-648-6937,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/kavco-landfill,-85.535862,42.439337,2021/07/09 00:00:00+00
688511.329836811,278440.11359882,173,Former EI DuPont Flint,Genesee,1555 James P. Cole Boulevard,Flint Township  ,48503,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,"517-281-7726
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/former-el-dupont-flint,-83.68408,43.03305,2021/07/12 00:00:00+00
546337.416242004,482485.197947248,174,Key II Industrial Building ,Antrim,603 Bridge St.,Elk Rapids,49629,Industrial,No,Christiaan Bon,BonC@Michigan.gov,989-370-9624,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/antrim-county/key-ii-industrial-building,-85.411152,44.892536,2021/07/16 00:00:00+00
480783.998714999,279935.539341516,175,JB Sims Generating Station,Ottawa,1231 North 3rd Street,Grand Haven,49417,Industrial,No,Kent Walters,waltersk7@michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/jb-sims-generating-station,-86.234312,43.070284,2021/07/28 00:00:00+00
734298.144709906,214714.17700841,176,Former Hayes Lemmerz International Inc.,Oakland,1600 West 8 Mile Road,Ferndale,48220,Industrial,No,Joseph Rogers,RogersJ5@Michigan.gov,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/former-hayes-lemmerz-international-inc,-83.14912,42.44672,2021/08/05 00:00:00+00
745535.841114173,203029.851610944,177,Stroh Parking Structure,Wayne,2935 Wright Street and 261 McDougall Street,Detroit,48226,Industrial,No,Eric A. Larson,larsone5@michigan.gov,586 255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/stroh-parking-structure,-83.017621,42.338049,2021/08/05 00:00:00+00
690503.386553379,283986.196437396,178,Bray Road Site ,Genesee,5200 Bray Road,Genesee Township,48505,Landfill,Yes,Evin Maguire,MaguireE@Michigan.gov,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/bray-road-site,-83.657719,43.082466,2021/08/18 00:00:00+00
709843.982174352,195186.643109227,179,Cyb Tools,Wayne,42056 Michigan Avenue,Canton,48188,Plating,N/A,Eric A. Larson,LarsonE5@Michigan.gov ,586 255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/cyb-tools,-83.453575,42.2780599,2021/09/01 00:00:00+00
487083.868068562,293194.420317313,180,3523 Heights-Ravenna Road,Muskegon,3523 Heights Ravenna Road,Muskegon (Fruitport Township),49444,Laundromat/Dry Cleaner,Yes,Peter Van Heest,vanheestp@michigan.gov,616-439-8019,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/3523-heights-ravenna-road,-86.15721,43.18978,2021/09/03 00:00:00+00
673146.840972426,293407.524109261,181,Pollard Landfill,Genesee,11349 McKinley Road,Montrose Township,48457,Landfill,No,Evin Maguire ,MaguireE@Michigan.gov,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/pollard-landfill,-83.86788552,43.17148,2021/09/08 00:00:00+00
310835.684133261,738198.122112302,182,Houghton County Memorial Airport,Houghton,23810 Airpark Blvd,Calumet,49913,Airport,Yes,Ashley Miller,MillerA65@Michigan.gov,906-235-7435,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/houghton-county/houghton-county-memorial-airport,-88.4941,47.1687,2021/09/16 00:00:00+00
707269.922386437,239951.291040331,183,Pontiac Lake State Recreation Area,Oakland ,7800 Gale Road,Waterford,48327,Fire Related,Yes,Ira Adolphues,AdolphuesI@Michigan.gov,586-295-6682,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/pontiac-lake-state-recreation-area,-83.4683,42.6817,2021/09/21 00:00:00+00
711269.559486809,238118.48179281,184,Oakland County International Airport ,Oakland,6500 Highland Road,Waterford,48327,Airport,Yes,Ira Adolphues,AdolphuesI@Michigan.gov,586-295-6682,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/oakland-county-international-airport,-83.4202,42.6641,2021/09/21 00:00:00+00
534611.813898318,259566.142911698,185,Lacks Industries - Airlane ,Kent,4260 Airlane Drive SE,Kentwood ,49512,Plating,No,Brent Ritchie,Ritchieb1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/lacks-industries-airlane,-85.574577,42.886178,2021/09/22 00:00:00+00
718151.35832496,188572.149875134,186,Detroit Metropolitan Wayne County Airport,Wayne,8600 Merriman Road,Romulus,48174,Airport,No,Eric Larson,LarsonE5@Michigan.gov,586-255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/detroit-metropolitan-wayne-county-airport,-83.3554,42.2162,2021/09/23 00:00:00+00
504508.362435537,326180.449253513,187,Kunnen’s Landfill,Newaygo,3897 Ramshorn Drive ,"Fremont	",49412,Landfill,Yes,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/newaygo-county/kunnens-landfill,-85.94243,43.486837,2021/09/27 00:00:00+00
615173.393611201,248321.433610098,188,Capital Region International Airport ,Clinton,4100 Capital City Blvd,Lansing,48906,Airport,Yes,Kim Sakowski,SakowskiK@Michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clinton-county/capital-region-international-airport,-84.5905105,42.77675,2021/10/12 00:00:00+00
538103.717485894,173884.572537436,189,Former Fox River Paper Company,Kalamazoo,300 West Highway Street,Vicksburg,49097,Paper Manufacturing,TBD,Erica Bays,BaysE@Michigan.gov,269-350-0080,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/former-fox-river-paper-company,-85.53802292,42.11444594,2021/10/13 00:00:00+00
478798.170792697,137051.398719882,190,Buckeye Niles Terminal,Berrien,2303 South Third Street,Niles,49120,Fire Related,Yes,Pablo Mora,morap@michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/buckeye-niles-terminal,-86.254202,41.783755,2021/10/27 00:00:00+00
484747.356004366,252183.540680652,191,Southwest Ottawa County Landfill Superfund Site,Ottawa,2901 North 160th Avenue,Park Township,49424,Landfill,Yes,Jacob Emmendorfer,EmmendorferJ2@Michigan.gov,517-245-5274,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/southwest-ottawa-county-landfill-superfund-site,-86.184987,42.820494,2021/11/08 00:00:00+00
786156.627777671,273311.458344069,192,Techni-Comp,St. Clair,4152 Dove Road,Port Huron,48060,Landfill,Yes,Kim Ethridge,EthridgeK@Michigan.gov,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-clair-county/techni-comp,-82.48935,42.95619,2021/11/03 00:00:00+00
666709.438810388,348825.096981317,592,Bangor Township Landfill,Bay,2305 Two Mile Road,Bay City,48706,Landfill,No,Diana Klida,KlidaD@Michigan.gov,989-280-7687,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/bangor-township-landfill,-83.92999,43.67176,2021/11/12 00:00:00+00
522092.687376578,262935.091827863,992,Spartan Chemical Superfund Site,Kent,2539 28th Street Southwest,Calgary,49509,Industrial,No,Megan Cynar,CynarM@Michigan.gov,517-256-2681,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/spartan-chemical-superfund-site,-85.727728,42.917019,2021/12/16 00:00:00+00
560716.298840689,263208.213141156,1392,Saranac Landfill,Ionia,4857 Ivan Road,Saranac,48881,Landfill,Yes,Kent Walters,Waltersk7@michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/saranac-landfill,-85.2545426,42.917272,2022/01/10 00:00:00+00
412285.204031546,579857.23535144,1792,Delta County Landfill,Delta,5701 19th Avenue North,Escanaba,49829,Landfill,No,John J. Ozoga,OzogaJ@michigan.gov,231-429-1718,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/delta-county/delta-county-landfill,-87.126,45.765,2022/01/13 00:00:00+00
502228.442693359,246257.221859924,1793,Deyoung Landfill,Allegan,SW Corner of 76th Ave and Ottogan,Zeeland,49423,Landfill,Yes,Ray Spaulding ,SpauldingR1@Michigan.gov ,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/deyoung-landfill,-85.9712216,42.76722652,2022/01/13 00:00:00+00
475218.59968597,296241.380598281,2192,Former S.D. Warren (SAPPI),Muskegon,2400 Lakeshore Drive,Muskegon,49441,Paper Manufacturing,No,Jason Poll,PollJ@michigan.gov,616-446-1263,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-sd-warren-sappi,-86.3033374,43.216943,2022/01/24 00:00:00+00
521399.966685016,266014.041024344,2592,Riverside Sand and Gravel Landfill,Kent,2780 Butterworth Drive,Grand Rapids,49534,Landfill,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/riverside-sand-and-gravel-landfill,-85.736084,42.944765,2022/02/02 00:00:00+00
725419.384845991,244624.851322478,2992,"LymTal International, Inc.",Oakland,4150 S. Lapeer Road,Lake Orion,48359,Fire Related,Yes,Cynthia Paslawski,PaslawskiC@Michigan.gov,586-668-6433,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/lymtal-international-inc,-83.24503,42.718586,2022/02/23 00:00:00+00
454023.227734185,647334.403818608,3392,Wood Island Landfill,Alger,"Wood Island Waste Management, Inc., E1081 State Highway M-28",Wetmore,49862,Landfill,No,John J. Ozoga III,OzogaJ@Michigan.gov,231-429-1718,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/alger-county/wood-island-landfill,-86.59573,46.37632,2022/03/08 00:00:00+00
606257.270717115,591962.218611163,3393,City of Mackinac Island Landfill ,Mackinac,3883 Dousman Street,Mackinac Island,49757,Landfill,No,Mary Ann St. Antoine,StantoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mackinac-county/city-of-mackinac-island-landfill,-84.628891,45.871278,2022/03/11 00:00:00+00
497699.775285035,345444.161022532,3394,Eagle Ottawa Newaygo Farms ,Oceana & Newaygo          ,204th Avenue,Walkerville,49459,Tannery,Yes,Kelly Moss,MossK@Michigan.gov ,616-215-4588,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oceana-county/eagle-ottawa-newaygo-farms,-86.026662,43.660301,2022/03/11 00:00:00+00
475952.932374425,318298.150988996,3793,Former Whitehall Wastewater Treatment Plant,Muskegon,2000 Holton-Whitehall Road,Whitehall,49461,Wastewater,Yes,Sydney Ruhala,RuhalaS@Michigan.gov,517-599-5356,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-whitehall-wwtp,-86.295205,43.415548,2022/03/14 00:00:00+00
790027.75776439,276989.892563477,4193,EB Eddy Paper/ Domtar Paper,Saint Clair,1700 Washington Avenue,Port Huron,48060,Paper Manufacturing,No,Kim Ethridge,EthridgeK@Michigan.gov,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-clair-county/eb-eddy-paper-domtar-paper,-82.440031,42.987801,2022/03/16 00:00:00+00
483054.357159175,279283.638024004,4593,Challenge Machinery Company,Ottawa,295 N. Beechtree Street,Grand Haven,49417,Industrial,No,Kelly Moss,MossK@michigan.gov,616-215-4588,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/challenge-machinery-company,-86.20641267,43.06446307,2022/03/25 00:00:00+00
535946.799038662,286615.594766154,4993,Wolverine Sole Plant (former),Kent,485 Wolverine Drive NE,Rockford,49341,Industrial,No,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/wolverine-sole-plant,-85.55637632,43.12967767,2022/03/30 00:00:00+00
479842.867676459,143351.398436539,4994,Toefco Engineered Coating Systems Inc,Berrien,1220 North 14th Street,Niles,49120,Industrial,No,Kathleen Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/toefco-engineered-coating-systems,-86.2418,41.8405,2022/04/07 00:00:00+00
561067.805069592,194501.720223282,5393,Battle Creek Executive Airport  ,Calhoun,15551 S. Airport Road,Battle Creek,49015,Airport,Yes,Gregg Brettmann,BrettmannG@Michigan.gov,269-567-3528,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/calhoun-county/battle-creek-executive-airport,-85.257965,42.29853,2022/04/28 00:00:00+00
561747.927811561,196922.211277206,5394,Kellogg Air National Guard Base Battle Creek ,Calhoun,3545 Mustang Ave.,Battle Creek,49037,Military,Yes,Gregg Brettmann,BrettmannG@Michigan.gov,269-567-3528,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/calhoun-county/kellogg-angb,-85.24944,42.32027,2022/04/28 00:00:00+00
615383.067049402,247718.802062436,5395,MIARNG Lansing Hangar         ,Clinton,3700 Capital City Blvd ,Lansing ,48906,Military,No,Kim Sakowski,SakowskiK@michigan.gov      ,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clinton-county/miarng-lansing-hangar,-84.588074,42.7712915,2022/04/28 00:00:00+00
557697.641772036,529739.538861287,5793,Charlevoix Municipal Well Field ,Charlevoix ,Lake Shore Drive,Charlevoix ,49720,Laundromat/Dry Cleaner,No,Nic Dawson,DawsonN1@Michigan.gov,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/charlevoix-county/charlevoix-municipal-well-field,-85.261833,45.3170472,2022/05/05 00:00:00+00
609673.809345228,236929.360216021,6193,State Secondary Complex,Eaton,7426 N. Canal,Dimondale,48821,Fire Related,Yes,Kim Sakowski,SakowskiK@Michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/state-secondary-complex ,-84.66,42.675,2022/05/09 00:00:00+00
544701.291253623,241052.078359189,6593,Middleville Wastewater Treatment Plant,Barry,607 Sheridan Street,Middleville,49333,Wastewater,Yes,Sydney Ruhala,RuhalaS@Michigan.gov,517-599-5356,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/middleville-wwtp,-85.4525872,42.7189068,2022/05/24 00:00:00+00
532739.255478287,284692.308091126,6993,North Kent Landfill,Kent,2908 10 Mile Road NE,Plainfield Township,49341,Landfill,Yes,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/north-kent-landfill,-85.59593,43.112514,2022/05/27 00:00:00+00
335261.564328242,586951.763893566,7393,Ford Airport-Iron Mountain,Dickinson ,400 Riverhills Road,Kingsford,49802,Airport,Yes,Andrew Reed,ReedA20@michigan.gov,906-250-7532,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/dickinson-county/ford-airport-iron-mountain,-88.11852,45.814743,2022/06/03 00:00:00+00
708662.003981524,257597.660723506,7793,Brandon School District Wastewater Treatment Plant,Oakland,1050 Ortonville Road,Ortonville,48462,Wastewater,No,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/brandon-school-district-wwtp,-83.444716,42.8401436,2022/06/06 00:00:00+00
708351.480867693,258317.385471269,7794,360 South Street Car Wash,Oakland,360 South Street,Ortonville,48462,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/360-south-street-car-wash,-83.448244,42.846707,2022/06/06 00:00:00+00
713154.825284441,241160.589890761,7796,"General Motors Customer Care and Aftersales Facility, Waterford",Oakland,5260 Williams Lake Road,Waterford Township,48329,Industrial,Yes,Nicole Sanabria,SanabriaN@Michigan.gov ,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/general-motors-ccaf,-83.39605,42.690953,2022/06/07 00:00:00+00
705851.920378593,223577.514564576,7797,850 Ladd Road,Oakland,850 Ladd Road,Walled Lake,48390,Industrial,Yes,Colleen McLean,McleanC1@Michigan.gov,586-554-6489,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/850-ladd-road,-83.491608,42.534706,2022/06/09 00:00:00+00
698801.738408653,216334.903481344,8193,Lyon Township Wastewater Treatment Plant ,Oakland,53656 Ten Mile Road,South Lyon,48178,Wastewater,Yes,Sydney Ruhala,RuhalaS@Michigan.gov,517-599-5356,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/lyon-township-wastewater-treatment-plant,-83.579977,42.471387,2022/06/22 00:00:00+00
584129.981809815,379163.654242369,8593,Kleen Gene’s Laundromat,Clare,402 South Bringold Avenue,Lake George,48633,Laundromat/Dry Cleaner,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/kleen-genes-laundromat,-84.949439,43.958976,2022/07/08 00:00:00+00
574150.665623477,303785.418154733,8993,Stanton Wastewater Treatment Plant,Montcalm,Brown Road,Stanton,48888,Wastewater,No,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montcalm-county/stanton-wwtp,-85.084346,43.281392,2022/07/11 00:00:00+00
536118.789208314,199269.218489982,9393,Hydro Extrusion USA,Kalamazoo,5575 North Riverview Drive,Kalamazoo,49004,Industrial,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/hydro-extrusion-usa,-85.56027646,42.34314142,2022/07/14 00:00:00+00
539835.018193553,250595.311365252,9793,Caledonia Wastewater Treatment Plant,Kent,8701 Cherry Valley Road,Caledonia,49316,Wastewater,TBD,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/caledonia-wwtp,-85.511295,42.805127,2022/11/15 00:00:00+00
599115.562559023,339992.665900494,10193,104 North Kinney,Isabella,104 North Kinney,Mt. Pleasant,48858,Laundromat/Dry Cleaner,No,Jeremy Boothroyd,BoothroydJ@Michigan.gov,989-891-6932,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/isabella-county/104-north-kinney-avenue,-84.77,43.604444,2022/08/24 00:00:00+00
512137.405709498,220666.955206996,10593,Rockwell International Corporation,Allegan,1 Glass Street,Allegan,49010,Industrial,No,Shelby Bahaw,BahawS@Michigan.gov,517-388-4899,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/rockwell-international-corporation,-85.850799,42.536674,2022/08/29 00:00:00+00
683265.497571544,270723.073471511,10596,Bishop International Airport Authority,Genesee,3425 W. Bristol Road,Flint,48507,Airport,No,Brian Kuberski,Kuberskib@michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/bishop-international-airport-authority,-83.751011,42.964886,2022/08/29 00:00:00+00
691050.902221928,278298.431201189,10597,Delphi Plants 400 and 500,Genesee,2926 Davison Road,Flint,48506,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov ,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/delphi-plants-400-500,-83.65297,43.031133,2022/08/29 00:00:00+00
671011.432653961,229203.052574228,10993,Lucy Road Landfill,Livingston,Lucy Road,Howell ,48843,Landfill,Yes,Rebecca Taylor,taylorr@michigan.gov,517-294-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/lucy-road-landfill,-83.914,42.594,2022/10/17 00:00:00+00
479868.923308003,605696.04258823,11393,Haywire Landfill,Schoolcraft,Highway M-94,"Manistique, Hiawatha Township",49854,Landfill,No,Mary Ann St Antoine,StAntoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/schoolcraft-county/haywire-landfill,-86.257929,46.002817,2022/10/31 00:00:00+00
619560.721454103,247528.532650845,11793,"Daggett Sand & Gravel, Inc. Landfill",Ingham,930 East Sheridan Road,Lansing,48906,Landfill,No,Evin Maguire,MaguireE@Michigan.gov ,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ingham-county/daggett-sand-gravel-landfill,-84.537058,42.768922,2022/12/01 00:00:00+00
339391.845063176,585316.938283388,12193,Grede LLC Iron Mountain (Grede Landfill),Dickinson,801 South Carpenter Avenue,Kingsford,49802,Landfill,Yes,Mary Ann St Antoine,StAntoineM@Michigan.gov ,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/dickinson-county/grede-landfill,-88.06484,45.801012,2022/12/06 00:00:00+00
722452.077833433,238121.783265934,12593,GM LLC Pontiac North Campus,Oakland,1 Pontiac Plaza, Pontiac               ,48340,Industrial,No,Nicole Sanabria,SanabriaN@michigan.gov ,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/gm-lcc-pontiac-north-campus,-83.28383,42.66093,2022/12/13 00:00:00+00
477293.047594755,203683.760418279,13393,Former Four Star Property,Van Buren,1391 Kalamazoo Street (formerly 1415 Kalamazoo Street),South Haven,49090,Plating,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/four-star-property,-86.274455,42.383659,2023/01/13 00:00:00+00
479022.650791588,303741.87692492,13793,Former BASF Muskegon,Muskegon,1740 Whitehall Rd,North Muskegon,49445,Industrial,TBD,Joe Rogers,RogersJ5@Michigan.gov ,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-basf-muskegon,-86.256773,43.28458,2023/02/03 00:00:00+00
678714.019346275,214323.794778567,13794,Hamburg Township WWTP,Livingston,6400 East M-36,Hamburg,48139,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/hamburg-township-wwtp,-83.82489,42.45827,2023/02/06 00:00:00+00
666878.635454244,232350.16911006,13795,2440 West Highland Road – Upland Area of the Shiawassee River Superfund Site,Livingston,2440 W Highland Road,Howell,48843,Industrial,Yes,Mary B. Schafer,Schaferm2@Michigan.gov,517-582-1663,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/2440-west-highland-road,-83.963417,42.623256,2023/02/06 00:00:00+00
477478.982188607,203717.785332726,14193,1421 Kalamazoo Street ,Van Buren,1421 Kalamazoo Street ,South Haven,49090,Industrial,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/1421-kalamazoo-street,-86.272198,42.38397,2023/03/01 00:00:00+00
591080.949564429,370017.565365695,14593,Surrey Township Landfill,Clare,7590 Old State Road,Farwell,48622,Landfill,Yes,Scott Malusi,malusis@michigan.gov,989-891-6983,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/surrey-township-landfill,-84.86439,43.87583,2023/03/03 00:00:00+00
512969.855557701,308019.940037912,14993,Riveridge Sewage Lagoon,Newaygo,12624 S Ferris Ave,Grant,49327,Wastewater,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/newaygo-county/riveridge-sewage-lagoon,-85.838277,43.323207,2023/04/03 00:00:00+00
521198.944958555,287926.428370127,15393,Sparta Foundry Waste Facility ,Kent,9737 Laubach Ave,Sparta,49345,Landfill,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/sparta-foundry-waste-facility,-85.737629,43.142077,2023/04/18 00:00:00+00
676314.087020341,222015.825768487,15793,Former Genoa Township Oak Pointe WWTP   ,Livingston,5341 Brighton Road,Brighton,48116,Wastewater,TBD,Kevin Wojciechowski ,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/former-genoa-township-oak-pointe-wwtp,-83.851653,42.52808,2023/04/20 00:00:00+00
742891.402343214,220794.360211346,16193,U.S. Army Garrison - Detroit Arsenal,Macomb,6501 East 11 Mile Road,Warren,48397,Military,No,Beth Place,placeb1@michigan.gov,517-899-7524,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/us-army-garrison-detroit-arsenal,-83.042092,42.498754,2023/07/18 00:00:00+00
528212.868234363,236347.759232075,16593,Wayland Recycling Inc.,Allegan,763 W. Elm Street,Wayland,49348,Industrial,Yes,Kathleen Ekstrum,EkstrumK@michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/wayland-recycling,-85.65420423,42.67739008,2023/05/02 00:00:00+00
577627.564847116,270177.708995298,16994,Ionia City Landfill,Ionia,Cleveland St.,Ionia,48846,Landfill,No,Jason Harnick,Harnickj1@michigan.gov,517-599-7421,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/ionia-city-landfill,-85.04633345,42.97842177,2023/05/10 00:00:00+00
731459.77884773,176832.815083491,16995,DSC McLouth Steel-Gibraltar Plant,Wayne,28000 West Jefferson,Gibraltar,48173,Landfill,Yes,Samantha Belisle,belisles1@michigan.gov,517-290-0686,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/mclouth-steel-gibraltar,-83.19901,42.106639,2023/05/11 00:00:00+00
